sample_id,member,jpeg_sha256,preprocessed_fp32_sha256
10,n02939185/ILSVRC2012_val_00012210.JPEG,7ebc32e3c1623f716ce8db53771a575eba127a43d50954964b685c4ea42d0e1f,dfb410bcaf5e3449f53fe51a5e10bb91dfcfa5d15c176667b484dc91f69b1300
11,n04090263/ILSVRC2012_val_00029019.JPEG,ee51b971d0a55887e8521869e8f80196c1882eee9d6a06b83c8360874e03daa6,e09210f5f282c343dacff5a941d0ea23c8b0ffbff8098240ece54047c24d26d5
12,n02125311/ILSVRC2012_val_00012457.JPEG,692752a2683e3c41f47602944fe885c625b9f1d7797cfcd66382308880dc8206,c90beb8647d984cd055a157b99b126b59014a9b7da388f3a4f75c49862cee23e
13,n03777568/ILSVRC2012_val_00028447.JPEG,3fb888dcc68769d9e9a51394c3ddfedfb9a77fcfe036d9a6039e43c04ac003ac,fb133c8d3d30a719cb1aa8fd62c9241453f702929ee7e8b9dc28881ca48d78c4
14,n02093754/ILSVRC2012_val_00025302.JPEG,61a14df13911f351f5c67dbc561420d00f1c31d01555028a718ee21975fd1181,1776038f075697f2fe5350b2e51d423e57d6c4da8c3fd43caafd33fbbff6f7d1
15,n02483708/ILSVRC2012_val_00021406.JPEG,c7d29906acd621ae79a5f84fba54e1e2c265ec0f3d5a28b501a6d725a4ae392f,bd1a513464d04bacd2ef26f3ffe9bffc9d63ce18b41c1514c40700dd0366c919
16,n02093859/ILSVRC2012_val_00008502.JPEG,fefabc006531f0c7d6de2383c32115d28f66fcd674dbe0c4bb3b750a83686707,fa0008a22df4f59a1fe571a616efd38675e80761ce809f494bc4746a9b1ff1ca
17,n12768682/ILSVRC2012_val_00035438.JPEG,488fb91c8715123a142dae2820cc8d6e215fdbfce1aa0afe76b6c0732f1e445c,d60bad0490ed7355fb1419921422431f3a11c2db02a3f90669dcc14b53a74b4d
18,n01985128/ILSVRC2012_val_00013474.JPEG,a9747e6e7ffee94c3d4be99ab15a3e73c3198fcb322150aaa8141b60ce4875f0,9fc01ad36052b895a84a5686e4463fa029390adc88ae2a73c1adbf0a870b1a2a
19,n04264628/ILSVRC2012_val_00025138.JPEG,76b49d02f563b1db4d3be1e8647fd387802b5399e34e91ffc2c3443ae263932d,ddcb6a200d8f4d59f4c4d870c0a9900cf0e3af4abc688d36f109bd19cebdfb84
20,n02319095/ILSVRC2012_val_00025570.JPEG,3ea8b82610d4b38a1a42d8e1b2e379b665fd68c69d7d7adb66dce1889fe014b3,2598e3e54b8a120f2dfa2e5bcc3571064cc4212a0abbfa7714309c2b933c7e85
21,n03877845/ILSVRC2012_val_00003937.JPEG,eab3d8a9b62471aa56e274fd777a91e55a04b28bb92bbae168f35d1451591d89,0934606aa90b6e61d718ffd9e3a0f4444d60cdda990c2927080288f1a3cbb77e
22,n07583066/ILSVRC2012_val_00015522.JPEG,c0114c31824a50ee79e4805de3fd7ce19d1843ce9fd374d6e29375ac1b37e55d,2365ca3cf8b294b0fdd0d88be96dba4d7f26d70029129faea41ed0636d1e4f61
23,n04200800/ILSVRC2012_val_00048900.JPEG,18dd8b16bd4485b6700e2a10bbbda4b71ca916d4a3a19981bffd4e4b36662fcc,7bd33ac2b67da9d48713730fc4b84cfd822401fd233c229f066baede7e771ee2
24,n02096177/ILSVRC2012_val_00032177.JPEG,5817d8926d3cfbd27c7e172644e5116d88a0d44d36519426b7da4146619115d9,0e60d63a127d0d067193cf51364c83a203bfc8eeb9836b0a2c912e1066f4346f
25,n02699494/ILSVRC2012_val_00020568.JPEG,485405e2102d9f5fc68acef2ca670ceb7d7571163250931b969a95a9f948a51f,46c529ea9b525fcaeebcafb947be3ed1d09f8eebf3ceb0bb51067cfa51be9efa
26,n02006656/ILSVRC2012_val_00017690.JPEG,65ff352b8248691cccfaceeca412a65e0e4336fbd6c3f9602b5f61cc7c40ed6b,3fa187d1bfeb6305905651034e72b89dfb827668a1f0654a0c592194af7fc001
27,n07760859/ILSVRC2012_val_00028257.JPEG,3e988aba8fdc7dd784e754886416b6e0ac694dd9f0f7012f3951e0eb8f6d2185,6d30c4813241cfdb6bacdb379f909fe46406ba09e703d3bbf343f0493b6dbc08
28,n01843383/ILSVRC2012_val_00030629.JPEG,373022c24f00effa05bed9e411f813ff4568a0500f5732ed8471e01476077843,5e8609158711422ff7f2f72e216912a01335a647c36bf6c9b4c593fa07e3cb9f
29,n04553703/ILSVRC2012_val_00025144.JPEG,4572e03de0a8916d6cf372f64008c7072079785b583a635e6ad40c8c8720bec1,75e0caaa8e35a22e5901e03c1b028108b1df0bd159acb20c03e1694707c83b2e
30,n02804610/ILSVRC2012_val_00035715.JPEG,cc1956ae076e942ec69b794784c52d8813741f584c5118f17bcbc949e2532534,43bb55904b42e3803212600c690766942b19839047705b4bb8e7a8a14d198d64
31,n03633091/ILSVRC2012_val_00044816.JPEG,920b46dde7a9340d4662577c24762c5b8d36be7ff203a1298d28805ba840bce9,20412d3a58f215f811f6691c29629b8f9ecc2bed6330e9318baa149e75279933
32,n03976657/ILSVRC2012_val_00038951.JPEG,740a593cdb157469f1ba600653eafbd74a962394ce3a8daf686b4b8713301a53,408f2186e6b8b7e2f0c3ac5d1d846ec760690dc9f12ce2fbe62c20dbe9851d5e
33,n02009229/ILSVRC2012_val_00049488.JPEG,e10972709fe11c614ff0c2ba41979b213e877f5d01161e360fca99528935ea28,34c250d0ac19c4edc19c1b38e77791ccce74115d0b69cc1311e0c8c145f2b2e9
34,n02909870/ILSVRC2012_val_00035806.JPEG,586d24d4102fb48296a8e51853b297316f5d7ca08e1bf4b5b4fbb35c0f865290,3fb5d8655a27155a0dd335268d750c739838f72255eb84196468142dc0bdda2b
35,n03417042/ILSVRC2012_val_00004119.JPEG,d216b6491664441bc73b06cc93485b07465a2a83371f59a976a62ee7ef5700d8,3f47c865641b4c3e8a4cce697ced02233875c690d802a6636059cd7b22e6a16f
36,n02769748/ILSVRC2012_val_00018021.JPEG,e57ade2b7e5b3f7891bd1613e7732b64e2d8f38ed4bb207f34372a04e93f17de,4ddba6f764d4b529a8eed6e02b4266fea9bec64389b26c92498adef19c324631
37,n04243546/ILSVRC2012_val_00034692.JPEG,86f6f5a9381e8b3138ee11630b0f347f4e37af42a7cc76a0b1b4d22610c4d2f1,3687e07ed0bb84389cbbc5cb45982021a369125eb607075d86f2bc605efb8251
38,n04366367/ILSVRC2012_val_00014891.JPEG,3dbd53a519ae0a64953343fce63ae04e5a4855b770a79894bb8d9fb5cab636fc,78a93a9afc783741df0006b4497fc55c045cceb28f60ab90c6fa102e8270404f
39,n02113978/ILSVRC2012_val_00000719.JPEG,bb8f5631c09157b6366727ecc16363ca373c4dc2751907d631ae103499248ce2,9ec2e69c1e0ae4a28649cd5ab51200e93de02a52fb0b2fd3581e9473bd9be564
40,n03947888/ILSVRC2012_val_00006349.JPEG,d7b578a84e313e95473e3b86edf6d4eefe5717e849df0e43222397529d434b06,4b13ca44bed8b443184a0b23bd3e8f549fd58c5e844180515110e9b9abc73258
41,n03662601/ILSVRC2012_val_00011636.JPEG,53ddd40b7b643df7678a1b45e8b89651c9a0661094f0341259067c252017a4b9,9d3a8f7ea6197d6b4e126eeea67a5a030698f962bb4dd4db7dd395419dbd2cb2
42,n03457902/ILSVRC2012_val_00008694.JPEG,eb0d9382415d1738f264459a7a45c6565c3dd6120d2caab490dc5de2aa210e97,45e6be5a18a06af6421e53f968fe17419dacf04d16da3472ff5018c1b06bdee0
43,n03838899/ILSVRC2012_val_00020445.JPEG,b6920d2ba65872ec72fe23782b1c4160800ea5053c3e318b793176826e2fb952,c422285c266a04ea2cd86ab949d895b1ad63f749ea330489548466d9003539af
44,n02395406/ILSVRC2012_val_00020095.JPEG,dc4eb0f0ce6bc8407b7f23a5137ea81cba5aac84648a7fc895b48ce76c79d81c,9864e3be40449888c5121f95b2a10514403f8089c63eb0db18ae9f7cea43fb33
45,n01796340/ILSVRC2012_val_00030116.JPEG,1f7b2b8d296f2d7b5e70292c58e813e8fb371cbe6a0a6b76990b8a67fac199c6,fba6b8afb87176e9fd8bc8a3df023bbea2797e927aca4bcdb4f7e9e86b338181
46,n03935335/ILSVRC2012_val_00008153.JPEG,355bb301391dead425d01d00bf2012fed44b46cf1b2fc4e1c94e81e2a10794af,216d09a3f60b6ed0dd2bc6adfd27b866cb629053f47bb571e59145175737a351
47,n01582220/ILSVRC2012_val_00021956.JPEG,e84a1954e1cb4302892d95c32594bba8215d658d346414917b9f8751618f57e8,597d60f1a9e477bfeaf3b5cb6fa2fbc5f8340dee93e03564a00cbee652fc8f31
48,n01983481/ILSVRC2012_val_00015749.JPEG,1df4397d8945500c59e40885d7e80ad72f7cfda7b1394761b660975c1e3aa371,8c8b9ae4cfc04bf1fb648ce96383b86e4b27bbeacef43529446a8e3db0951451
49,n07718472/ILSVRC2012_val_00018495.JPEG,80b2b82a704b977477f97305717335cca0e22c050b263ee17d79a851afa77bb9,4a2a4a75d9d3d95ac3dddad3a06910079c3cc86c556d4c00cbb8f37704b203b8
50,n03134739/ILSVRC2012_val_00038582.JPEG,df3e76eff16c97ea7a0ad6bc2f31da58109bec7497a0bba117d35dca6481676d,770c8139c74c218732e427615045ac064289f1311c056f5750dff146b1e7273f
51,n07684084/ILSVRC2012_val_00047894.JPEG,e42373711e9e65eca23219e9997500bbba7b9f9fb9d158c2e2d0a56ac6145e07,a66b27e951e33f6a8fc88eea4a2b81e68a5cad7d13fd1c06910ab4569e81ca67
52,n04487394/ILSVRC2012_val_00033068.JPEG,c8b321b08366125a94a6892b0eabb10a8c7ce19d21e4352fb86a27cc0c19b49e,e8d97637fbeef7bed1468581d29e88cf914c7eb3617ff7960692d7f718b00862
53,n04296562/ILSVRC2012_val_00029548.JPEG,2c325aeb320e4638b75425e9811faeffd051392d19b625da9762c9faa6e72152,38dd2ac14d7f386dfe1b3f44fbefda2593c15fea2c03087f61afdc66b1b4c15d
54,n01443537/ILSVRC2012_val_00020785.JPEG,a332db48285c687b8357704a822a1e5e7efa3d93b3a39ee0abbd100803fb4f31,bd5d0ea9a6b498a7beb2cc684fd6527a179b7bb5e76cff271fa6d99f0ddce439
55,n04252077/ILSVRC2012_val_00003520.JPEG,00551fac7a2012e26fe6404d8f92cba50e90bd317118a517f8536d1f79beb6b5,cceb45958c2f481a37f25d8b0ebffb5800a4b1a507374ca3e7630aebc447c9f0
56,n03733281/ILSVRC2012_val_00046738.JPEG,e08aca1d088aa9427a5a4861d319b3746b845c5b09303fc1fbdd512316a6be31,4d14197c25403e40347700c475216479eb94d10b880bf4c7b392717618ea9bf7
57,n02814533/ILSVRC2012_val_00031464.JPEG,38d6d0f55e50bdf3ae9f0b422cabe281576220211d77067c4a45df789db2f10e,4dc369bbc500482cba1ff3ab9d8fde52fa5df666cb165d1f3e81735f4ffc1e79
58,n02268443/ILSVRC2012_val_00042405.JPEG,d6d994f87dcd8a16f339c9c88fff905994fba66fc3feba1c5fb751af1166587e,84a8128751087b7033880109efc81798e1ea82d415d0b0e71577fc77a4dfee48
59,n07768694/ILSVRC2012_val_00009129.JPEG,b8cd387304f03a3559d8d7abbe1c322e46c191d198db02ec343deb00ebd9ed5e,a94d1d77e782d0943b74124bc18fc84adc3709600d76059e8b30985c1dee7ef0
60,n02794156/ILSVRC2012_val_00009352.JPEG,2958ab26dfce10b5d752fa427b355d8f89684ecb542f4a0a0f846124dcfc0e9b,92c0a2ad54482e70ac72e99144aac3ee251d8c53c26677789d929df96b2e26f7
61,n07565083/ILSVRC2012_val_00012233.JPEG,99693bf6b575444cbd2e34a718f298963e691f9abaee5fcaaa2aaafb05278697,f81d8f27c03e94463e48545eaacf35910cd1933c456609de1a8f526faa6505b0
62,n01797886/ILSVRC2012_val_00030891.JPEG,b49c0f7d5e5ea5dd9ce686a6cd0a1caa9a3c26e8dbffac5fe970af972ceae1e0,3744bde962ed3737cb681652a4b2e1bb888bf0b08b9a02165486418292caac4a
63,n02110185/ILSVRC2012_val_00020432.JPEG,6adbfd5183d1e34d35b8c2d25a95e26aa4a520827d3aea12ffa5c060db8b44a9,1bcb0d36eba1cbbcf4b2b55a482305417dc716237a3916759a024f24b0b3578b
64,n04005630/ILSVRC2012_val_00041376.JPEG,a18238e3bdd621bb0322122823ef1cbfebddb92e40327c8d0e06156ed8080a88,1dd26f58915792de0457dd71b27789384c3ffb8c4ea9f74e3c5883c2629c6b73
65,n02128925/ILSVRC2012_val_00029684.JPEG,b1dc7e42491574b309ea5b07263c8911dc8189bf4bc7195a5f11080b66dda42d,df3d000011e5ba0ff5856fe5f38a03884db0715c691b30edc75d8aadac74be29
66,n02229544/ILSVRC2012_val_00035710.JPEG,d41fa1c4ddfc37330610bfe39062698c70633b737f19b7396a6ba553e40e930f,2ad0d52c40075e63bef1ee790aaf1dc2f57e04f64f76a3a95121fad8cd49a08e
67,n02094258/ILSVRC2012_val_00038911.JPEG,7f19f595267adcbf4beb17c34890c760597049a28d1dc0072f18ff11fc1d042e,4478d927ae08034cf4c9bc2a07d8ee9cbd03eff6b53f0b1f7792682840deb337
68,n03916031/ILSVRC2012_val_00038980.JPEG,43dde68d405a279dd0de65a775bf524d31a65e7b0a125f1650bc84f6d69f87ff,27ccc2c32ace04c2a8b72711f7d178bdf7d7ea67af56eb1e118fcd54ccf3861a
69,n03481172/ILSVRC2012_val_00009152.JPEG,191e759dada02ab457809596b42dd643c0b7d9aaac76e330cf96296c0545ad17,47b5fe715482e07adbd624fa0b01ae2d00df0a8b99990e910f921862ec9bbb49
70,n01978455/ILSVRC2012_val_00024557.JPEG,88561530c8a2dd2a37b1285bb8b8b463c81c8bfe391771fabb5666013b38e344,50fcff62a1ec8b4ccfa9d1a4a1acfbe4ee31717589049b48fe3a0bb7d47144df
71,n01882714/ILSVRC2012_val_00020062.JPEG,2819d55e17590ac93b376d54c284e3337776682d18c37865d070c2ee01d0bca2,468ba7cddd3eafcc37c9cfa4a071cbf23d9229a6b1d6cd220e5c6ba10558cf24
72,n02786058/ILSVRC2012_val_00020825.JPEG,0e71c8b872502f3bc32b4a3bbf284054a576799d7c54252b318d9841309b6c30,d7ad2c737b04ac8e66fbbee8fea93bff98587cd933370d995461e45c6e22e4e0
73,n03785016/ILSVRC2012_val_00038752.JPEG,fefd4e600751653795d2587f3178cb92c9d2640baae7960bd71caf6151ccd3c1,421dceb4d902703ca06f664587ae63f250c6840d155b93c9c1e6eaa9b369dce5
74,n03720891/ILSVRC2012_val_00016449.JPEG,716078ed6b2da9123ff2b2e22378f35323b8f5bb412d066c950c46889ff3dfde,a760512fe1eb6ae03c78822a977b16784da5890b607a55a65bf5aef7788e55c8
75,n02033041/ILSVRC2012_val_00047765.JPEG,fa8a6247bad487c8916775b157f4f65e396e5ca312d6b8d78477e86deedae096,d667be2da96f050b0017138f97e836b7a0311792ef8a06d676b75e644c1ce3a4
76,n02641379/ILSVRC2012_val_00007602.JPEG,89ed12cb1de65581caa0d520374b3556b58957aca7ebe3ac2cdb3dc2269a5585,10f931bacf5b86cbd733165e1e2aa2e342771d5dc3508227dd7f87157b43d1c0
77,n03942813/ILSVRC2012_val_00033381.JPEG,3da825ddf367bc0a48541caaf002c80e1905626ab415a985e111b5ad1488f13a,6a2b6c00ec6b1783b9f519f899f7a98fe7189be146cf24dd64dd2aa895c8662b
78,n02493793/ILSVRC2012_val_00035166.JPEG,0343fab86d119aa02bb2e60c68773d7a3e0f50ea876851ca38c00927433ab8d0,eb1e98fcf06de7349f301633c5afba5867b0a2365ad6b3c6cd51df5997af39c6
79,n07590611/ILSVRC2012_val_00010069.JPEG,cba107e1e0c267203cc2d61d098ac306f0dea19df85215ba8372cbc55072673e,d07f2265b754cc9e0e1f35ed1d7c6440f19038957b9156dbe96945e827e8d20e
80,n02088466/ILSVRC2012_val_00025718.JPEG,4e9aa107748f84133f23835d8f491f9487d2ab11c7689512541945ee652bc110,9716df8dff31db2034db429f5fbe3d5117ff66b74877da99da59fa430482d787
81,n03930630/ILSVRC2012_val_00026922.JPEG,88f6b2bcc7fc8d88260986d961a5571a9c69160fa686789cf0db56d5caa9f4c2,d85294a4539105875e1b3d794f086c78c730e73b66273d0318f536ae0977f54f
82,n02814533/ILSVRC2012_val_00010252.JPEG,adfe8f038cc2018e35910b23ef36f242b7d3384397d8509c6b1bbdf88bf3a348,2bbc2e0d962ff57c19e692adc880b3735e9a41f77c97d5132dc03b65f41fbb6e
83,n03903868/ILSVRC2012_val_00009211.JPEG,34e3e15b358c5b1c96a7efab8b69b6fe958a27e012395392c9248f2396e2085c,81cdada67314a0bef47a18416bfce88a8118c7865ca5f86deb6e9cac31ac8562
84,n02113712/ILSVRC2012_val_00020512.JPEG,a25835c3f27c83caa62ab222ed79124a7f4d3ab8e784a2f36379ea42f8d404a5,1d9c5c41da7d6057bb7823648a7e650cb0ecb33b2e9114f44e8718666b0a98a4
85,n04204238/ILSVRC2012_val_00032074.JPEG,80372ac798211dcb297988e31533435c7a4836e13f28c17b42e466c4c8d4c418,a25a940104491e9a61a31fc3241f6031b94c607b0d68c7d6bbdf0590d25fdcb8
86,n03930630/ILSVRC2012_val_00017152.JPEG,84e241ee3ef29ffde5528dd99e4df9b4763830998678ee312ed7901a545ba658,d67169ae16fe9231f94b2133496726864d2d944b1b3b5e65d07e4d62a9734425
87,n04120489/ILSVRC2012_val_00015612.JPEG,412f1db9135b23da26e2359cf96967587afde3a134104a0b245e590cdfc258e4,6bc803fcc6006d8ca327d5e164389634471e663f35a1b35243ea32b41e1242fa
88,n02490219/ILSVRC2012_val_00001099.JPEG,9dd86383a059a33993666825e4b62ab6f2c51090f807228f2e1a74441a6599ba,6b6e955b7a5f3c88fbb9b88586a4f9aa001ebab1ecd125950df41579cb9481bb
89,n03467068/ILSVRC2012_val_00013057.JPEG,e3a48b0a0c5b1a03adb941fb206bf28db1edcd19c439e843db5060bbca81c34c,21ab40517a49466ce35cb31fc196975566a68352faabacb865bd475a7090774d
90,n01980166/ILSVRC2012_val_00005122.JPEG,31366db702d4440a47fb7d20c6caf0d2b7ced2ea74f3a389e555f81ef2d82700,d658632956da90caff5222c6e704a4ea41a1996c7471c414f3c8741583029678
91,n04149813/ILSVRC2012_val_00028121.JPEG,d80cc8ace81ac156cb9ea3784b32a4a0c6317214a422d7e304f7ac643fed7f7d,6c9da85134b4dae9b177fabc2a0ecc9c08a419e5d53eb4b283169b0c9f1ea26f
92,n03063599/ILSVRC2012_val_00024445.JPEG,bd0b8dbb8590b9690795a293d10d8c5d145debf0bf2dd08b5da1417b7773cdaf,d4460299e6cbf4809fdcc6a3066189425509fb6a77842142f8dd6ca4f39754ab
93,n02776631/ILSVRC2012_val_00025555.JPEG,5c413db243f415d4809e26780cde3ea36db0f5e6ecaa5a8c97a6848b75704bbb,06f4c1328718080a4cdc394901ab06c2629673b146f8c6666f9b54fa5b50e751
94,n04041544/ILSVRC2012_val_00026909.JPEG,9870f29b156033caba12f03cbf6f47c5c225f8b551ca926d2a73c5d8a079fb9f,ed71d6b00c4e20591ce7931dcc52fa377fb222be8fdd16d39eac6a25d07fcbdb
95,n02259212/ILSVRC2012_val_00021255.JPEG,8309ddbc034c7b7ec3d0a7c5f6a212ddea7778a640a8795ffa008e111a207301,75b649f8f286c0499ea51ec94993fff0ac70f833bc12c9b1c394db1d3d0927cf
96,n02493509/ILSVRC2012_val_00029108.JPEG,934a2e0001d96f3d82a4f961b302df1edb5ffff40ba673211587bf39bebd0755,153e4d3f6bfcfb12011540abd6f80c4458a15ff192119d540294e17610f07aba
97,n02108000/ILSVRC2012_val_00001005.JPEG,5228cf67a768fd89d5d88344a0c8792b2cee74a21fe727952a8b164ad807341b,83cc32cc89959379a64787bb470bc1c1d71ce36c252eb76666bb53543b706945
98,n02109961/ILSVRC2012_val_00010011.JPEG,575ac5f6922d81906d587e91da33d4cca4d0def2f5713553229516db7b7b6a37,ca434a769e9148e4cdd11fed23456b5fa1ac3c5e521dc338eaec2b9f2f509146
99,n02108551/ILSVRC2012_val_00040003.JPEG,83369096b352094297de1f17257d64a8c24d7e351248b893273345ab5c2d7392,4fc994f2bcb016f34d34a878059a44b6a66857fb24abf297e3eb29293bbb4c02
100,n01688243/ILSVRC2012_val_00012718.JPEG,7555736868d53791aa607ccfd43eea5f548729b855b8b5a4b36ea344d20e6372,e316f0b6bba061de54cd05535509fd551ef60dd9e43f2aa1dbc03577cb30559e
101,n04252225/ILSVRC2012_val_00007068.JPEG,9b857cddd468fc5c7ff6e95018c091e9ba06d3d8c0b1d033e49fa9b4bfb6a7e7,7c73502376078d643b358de265bb6aec4a13d3e4654b2e1d7a359b2459f2478f
102,n04443257/ILSVRC2012_val_00035144.JPEG,7db8e1242fb0149e625f4f29e96ef0312411dac05cf765be3cf835ebdeaecad0,c80878d95e7064f705752d961d35737de24a1fae739c74f5b417f339bccb9bf4
103,n02391049/ILSVRC2012_val_00041989.JPEG,0df9459bc9712bce819fe08f084046091067fcafaae1503b2462d913c94d9580,1a2ba210db742120d9490496e37bf416771e4d450f78da419d003b275a213964
104,n03661043/ILSVRC2012_val_00028549.JPEG,6e134b334b6be368423f773ff5964889ad673e069e9874126c9982126f9cf879,f0b25db465a06b21f09794ed23d2c5c39f7e88e524adb361c8bb41b6dbfaf004
105,n01820546/ILSVRC2012_val_00027008.JPEG,9cb186af51a988550f7970f704a8563b58b1ca1e59eb2751d6ff4d93d52f7307,9bb63a520fc120ba8563f380ecf0df3f9f885b11e50ef40d830d2928e64aacda
106,n01968897/ILSVRC2012_val_00040877.JPEG,a63e9f71a285ca1eb5d365e825d3798f168bf46af24029187e7554eee80e1b47,c41bf9b7b473a70b0809c63852b131ba65c518dc7b6026faa8ff91219c727b2f
107,n04536866/ILSVRC2012_val_00027540.JPEG,39387011e331e63cbda687a0349b7599567af9ff428cc773a040a1d0b1fb6281,fe73130674345ae5c7a67512bffedf675b4b1c5cab52702788094548da9acbc1
108,n13037406/ILSVRC2012_val_00000200.JPEG,77b11eae6b0630ef7bf51633c8c100db1e100db81192bdcb771264317c3752c7,51a07538c64e397e31a73516d5ef6f7f460bd48d8f3f2ef7be266dc686351000
109,n02090721/ILSVRC2012_val_00030412.JPEG,be5694ca9ae29cd23b37efe77d07397a80358abe8046cd3e06ef21b09228bc29,50a2b42591afba325928f5cc43509dcdc39866ab34173a6a1febd100a43b4dd1
110,n02097047/ILSVRC2012_val_00000176.JPEG,833568380a71f620773ec5ab3c7581195929aba8d3e8b3350d6fdb42b8aae3ea,39b44abb47cdabb9c74b45d2e2471c31d799c73d1f17dad501276d6dc49a7e1b
111,n01698640/ILSVRC2012_val_00037268.JPEG,33eefba9768a66b8706b99e1dd20d35f84b2642c5ba4da1a1b290c8ada66b7ac,35d179e92dff53702dffa10b105245b4d653726e4141dd5d6884cc9d5f5d58cf
112,n01882714/ILSVRC2012_val_00006455.JPEG,7498b51becb02095c33c69b1468ff9f658ec3e73592473ca937c2e84777dfac8,f66b7818e409a70133616ae3875dded2a2d427f21565e019edec1598710314db
113,n06359193/ILSVRC2012_val_00028582.JPEG,1ce14e1826d1d732efa26e72537f2ce272b4c5ba7e1147a2f988e00606cf6482,a117892651f24c142be0e70faaabbcd9dde4d95a58bc41631e3dbe44d2c3c675
114,n03903868/ILSVRC2012_val_00030317.JPEG,a3d7f4c1b6476330b4c213e9d4fc8179b59621059cf0c80a5be213bb2a3c1dfa,704a030b1f0987730f29d7a8ef743eaff8d949f534e9dd0f0f078e0c58fa4304
115,n04552348/ILSVRC2012_val_00046026.JPEG,5c404ed9164aeac60220c3d0b6b3fbb1343f8bd39f593e70401cbbed77a3c388,6a274c2d7b56a9cf3626f2784fe51f3e9f5e65b4d0bf8848505fb47e305b2d56
116,n03109150/ILSVRC2012_val_00043953.JPEG,48ef01de4106350eb13d953cee5255ff23229446c45fe0e7e0a32d4e0f8bc727,e3316cd4a4c36632b06515471c3846346d64829ca063e85c61d94d9ca5b76ee0
117,n07583066/ILSVRC2012_val_00024611.JPEG,7df0ab5939811f852db396db441e00638d35993b1320578b2738ace9dc7d092e,c9f4c278394c301509bc7e2645cf69e417e668fa97266e5262344546363ee0bc
118,n03854065/ILSVRC2012_val_00025545.JPEG,4c3c0a42e957582b83ea71dc41c322d6da55e758135563de35066e87eedbcd48,647f6f3fbae30e6ef132dfe79d58eeebc199eca295dae4856b84f7e6e50a56b6
119,n02445715/ILSVRC2012_val_00008722.JPEG,0da8cfb245149ce051876eaf423f9558b03fc95371f77df64b51912f3bda6648,22e4357a4e891eb1b4cce46335e51b86e4fad49cea2b7b3258b3113284caf147
120,n03838899/ILSVRC2012_val_00044768.JPEG,f1663630df604c91433cc1330b323a50b5f565509a19c75e1271cef4f7b0d302,3f307406a27f4b767962cc27d9103175ca071ebad548cbd9d6b54ca3f3657bca
121,n02190166/ILSVRC2012_val_00033705.JPEG,4314696d77534ee5d1d9fbed49832029ccb55a07a71e78a46224096f24b80e03,f2c59b601417b6cb83ef21da6a6b813432538f83dc8a1b19ae691190e56260c5
122,n02123159/ILSVRC2012_val_00003295.JPEG,eeff01fae3ebfd4486d60c580ce771711880f88b611f4fdd755ae84857bfdcce,d0d7329f9771b54f057617e1ec334fc274e320b726f672fa7df823d686995069
123,n04540053/ILSVRC2012_val_00033523.JPEG,1c0106567d351762feb1fa4bcae9770bbf49f9da0ad8ea45c6868aa4efcf1368,7dcff01b097023d74e1b7e5516ee37ec611d46c219628ed95b7721fc46c9a992
